"","build","computer.platform","time","subject","blockcode","blocknum","trialcode","trialnum","stimulusitem1","stimulusitem2","stimulusitem3","response","latency"
"3217","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",42,"white_background_main_nq","+","scenes/forest_113.jpg","3",4562
"3218","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",43,"white_background_main_nq","+","scenes/beach_131.jpg","3",2957
"3219","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",44,"white_background_main_nq","+","scenes/station_034.jpg","3",1994
"3220","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",45,"white_background_main_nq","+","scenes/station_030.jpg","3",1047
"3221","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",46,"white_background_main_nq","+","scenes/station_101.jpg","2",1812
"3222","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",47,"white_background_main_nq","+","scenes/station_072.jpg","4",5304
"3223","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",48,"white_background_main_nq","+","scenes/forest_042.jpg","3",1740
"3224","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",49,"white_background_main_nq","+","scenes/beach_130.jpg","3",443
"3225","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",50,"white_background_main_nq","+","scenes/beach_133.jpg","3",7584
"3226","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",51,"white_background_main_nq","+","scenes/station_113.jpg","3",3463
"3227","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",52,"white_background_main_nq","+","scenes/city_019.jpg","2",1206
"3228","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",53,"white_background_main_nq","+","scenes/station_056.jpg","2",2669
"3229","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",54,"white_background_main_nq","+","scenes/beach_002.jpg","3",1300
"3230","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",55,"white_background_main_nq","+","scenes/beach_057.jpg","3",847
"3231","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",56,"white_background_main_nq","+","scenes/forest_118.jpg","2",2731
"3232","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",57,"white_background_main_nq","+","scenes/city_075.jpg","3",2466
"3233","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",58,"white_background_main_nq","+","scenes/station_064.jpg","3",524
"3234","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",59,"white_background_main_nq","+","scenes/station_029.jpg","3",670
"3235","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",60,"white_background_main_nq","+","scenes/forest_056.jpg","3",7185
"3236","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",61,"white_background_main_nq","+","scenes/city_102.jpg","3",511
"3237","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",62,"white_background_main_nq","+","scenes/beach_137.jpg","3",810
"3238","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",63,"white_background_main_nq","+","scenes/station_108.jpg","3",768
"3239","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",64,"white_background_main_nq","+","scenes/city_023.jpg","2",2127
"3240","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",65,"white_background_main_nq","+","scenes/city_117.jpg","3",990
"3241","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",66,"white_background_main_nq","+","scenes/forest_102.jpg","3",638
"3242","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",67,"white_background_main_nq","+","scenes/city_029.jpg","2",1468
"3243","5.0.7.0","win","22:38:01",80,"NQ",6,"likert_nq",68,"white_background_main_nq","+","scenes/station_102.jpg","2",1439
"3244","5.0.7.0","win","22:38:01",80,"demo_block",7,"age",1,"0","0","0","50",9658
"3245","5.0.7.0","win","22:38:01",80,"demo_block",7,"education",1,"0","0","0","bachelor's degree",9658
"3246","5.0.7.0","win","22:38:01",80,"demo_block",7,"left_right_handed",1,"0","0","0","right",9658
"3247","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption1",2,"0","0","0","",19840
"3248","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption2",2,"0","0","0","",19840
"3249","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption3",2,"0","0","0","2",19840
"3250","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption4",2,"0","0","0","",19840
"3251","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption5",2,"0","0","0","",19840
"3252","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption6",2,"0","0","0","",19840
"3253","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption7",2,"0","0","0","",19840
"3254","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption8",2,"0","0","0","",19840
"3255","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceoption9",2,"0","0","0","",19840
"3256","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceother",2,"0","0","0","",19840
"3257","5.0.7.0","win","22:38:01",80,"demo_block",7,"raceother",2,"0","0","0","",19840
"3258","5.0.7.0","win","22:38:01",80,"demo_block",7,"english_language",2,"0","0","0","Yes",19840
"3259","5.0.7.0","win","22:38:01",80,"demo_block",7,"english_languageother",2,"0","0","0","",19840
"3260","5.0.7.0","win","22:38:01",80,"demo_block",7,"worker_id",2,"0","0","0","A3AK13PB3JBON",19840
"3261","5.0.7.0","win","22:58:19",82,"HCPrac",2,"likert_prac_hc",1,"white_background_prac_hc","+","scenes/hot_cold_prac01.jpg","4",8752
"3262","5.0.7.0","win","22:58:19",82,"HCPrac",2,"likert_prac_hc",2,"white_background_prac_hc","+","scenes/hot_cold_prac02.jpg","1",5035
"3263","5.0.7.0","win","22:58:19",82,"HCPrac",2,"likert_prac_hc",3,"white_background_prac_hc","+","scenes/hot_cold_prac03.jpg","5",3988
"3264","5.0.7.0","win","22:58:19",82,"HCPrac",2,"likert_prac_hc",4,"white_background_prac_hc","+","scenes/hot_cold_prac04.jpg","2",7438
"3265","5.0.7.0","win","22:58:19",82,"HC",3,"beginning_B1_hc_trial",1,"images/block1_inst.png","0","0","57",2639
"3266","5.0.7.0","win","22:58:19",82,"HC",3,"reminder_hc_trial",2,"images/hot_cold_scale_reminder.jpg","0","0","57",423
"3267","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",3,"white_background_main_hc","+","scenes/station_025.jpg","2",4340
"3268","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",4,"white_background_main_hc","+","scenes/station_056.jpg","1",1766
"3269","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",5,"white_background_main_hc","+","scenes/forest_044.jpg","2",2161
"3270","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",6,"white_background_main_hc","+","scenes/city_019.jpg","3",2899
"3271","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",7,"white_background_main_hc","+","scenes/city_073.jpg","2",1618
"3272","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",8,"white_background_main_hc","+","scenes/forest_053.jpg","1",2905
"3273","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",9,"white_background_main_hc","+","scenes/station_108.jpg","2",1866
"3274","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",10,"white_background_main_hc","+","scenes/city_075.jpg","2",1255
"3275","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",11,"white_background_main_hc","+","scenes/beach_101.jpg","4",3069
"3276","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",12,"white_background_main_hc","+","scenes/station_034.jpg","1",5119
"3277","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",13,"white_background_main_hc","+","scenes/city_062.jpg","2",1271
"3278","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",14,"white_background_main_hc","+","scenes/forest_056.jpg","1",1865
"3279","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",15,"white_background_main_hc","+","scenes/beach_080.jpg","4",9189
"3280","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",16,"white_background_main_hc","+","scenes/city_063.jpg","2",2481
"3281","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",17,"white_background_main_hc","+","scenes/forest_102.jpg","2",1545
"3282","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",18,"white_background_main_hc","+","scenes/city_117.jpg","3",7808
"3283","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",19,"white_background_main_hc","+","scenes/station_055.jpg","2",2467
"3284","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",20,"white_background_main_hc","+","scenes/city_016.jpg","3",3502
"3285","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",21,"white_background_main_hc","+","scenes/beach_057.jpg","4",1555
"3286","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",22,"white_background_main_hc","+","scenes/beach_134.jpg","3",3913
"3287","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",23,"white_background_main_hc","+","scenes/city_018.jpg","4",1437
"3288","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",24,"white_background_main_hc","+","scenes/beach_077.jpg","4",1363
"3289","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",25,"white_background_main_hc","+","scenes/forest_043.jpg","2",1151
"3290","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",26,"white_background_main_hc","+","scenes/station_010.jpg","3",3906
"3291","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",27,"white_background_main_hc","+","scenes/beach_049.jpg","2",5946
"3292","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",28,"white_background_main_hc","+","scenes/forest_072.jpg","2",2508
"3293","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",29,"white_background_main_hc","+","scenes/beach_130.jpg","4",2854
"3294","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",30,"white_background_main_hc","+","scenes/beach_002.jpg","5",2170
"3295","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",31,"white_background_main_hc","+","scenes/station_072.jpg","2",2417
"3296","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",32,"white_background_main_hc","+","scenes/forest_045.jpg","3",3296
"3297","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",33,"white_background_main_hc","+","scenes/beach_132.jpg","4",5127
"3298","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",34,"white_background_main_hc","+","scenes/city_059.jpg","2",1298
"3299","5.0.7.0","win","22:58:19",82,"HC",3,"beginning_B2_hc_trial",35,"images/block2_inst.jpg","0","0","57",23507
"3300","5.0.7.0","win","22:58:19",82,"HC",3,"reminder_hc_trial",36,"images/hot_cold_scale_reminder.jpg","0","0","57",462
"3301","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",37,"white_background_main_hc","+","scenes/forest_118.jpg","3",2879
"3302","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",38,"white_background_main_hc","+","scenes/station_102.jpg","5",3171
"3303","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",39,"white_background_main_hc","+","scenes/forest_015.jpg","3",1896
"3304","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",40,"white_background_main_hc","+","scenes/beach_067.jpg","2",4097
"3305","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",41,"white_background_main_hc","+","scenes/station_029.jpg","3",3469
"3306","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",42,"white_background_main_hc","+","scenes/city_070.jpg","2",1636
"3307","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",43,"white_background_main_hc","+","scenes/city_032.jpg","4",1738
"3308","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",44,"white_background_main_hc","+","scenes/station_064.jpg","2",2090
"3309","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",45,"white_background_main_hc","+","scenes/beach_051.jpg","2",2315
"3310","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",46,"white_background_main_hc","+","scenes/station_113.jpg","2",1110
"3311","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",47,"white_background_main_hc","+","scenes/beach_133.jpg","5",2513
"3312","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",48,"white_background_main_hc","+","scenes/beach_044.jpg","5",1625
"3313","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",49,"white_background_main_hc","+","scenes/city_029.jpg","4",4073
"3314","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",50,"white_background_main_hc","+","scenes/forest_039.jpg","3",3441
"3315","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",51,"white_background_main_hc","+","scenes/station_101.jpg","5",1461
"3316","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",52,"white_background_main_hc","+","scenes/forest_113.jpg","4",4019
"3317","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",53,"white_background_main_hc","+","scenes/city_023.jpg","5",2141
"3318","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",54,"white_background_main_hc","+","scenes/station_103.jpg","5",1550
"3319","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",55,"white_background_main_hc","+","scenes/city_020.jpg","5",1250
"3320","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",56,"white_background_main_hc","+","scenes/station_062.jpg","2",2407
"3321","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",57,"white_background_main_hc","+","scenes/forest_107.jpg","3",1744
"3322","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",58,"white_background_main_hc","+","scenes/beach_131.jpg","4",994
"3323","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",59,"white_background_main_hc","+","scenes/beach_050.jpg","1",4684
"3324","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",60,"white_background_main_hc","+","scenes/station_023.jpg","4",1180
"3325","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",61,"white_background_main_hc","+","scenes/station_030.jpg","5",3028
"3326","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",62,"white_background_main_hc","+","scenes/city_102.jpg","2",8489
"3327","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",63,"white_background_main_hc","+","scenes/beach_137.jpg","2",5582
"3328","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",64,"white_background_main_hc","+","scenes/forest_050.jpg","2",668
"3329","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",65,"white_background_main_hc","+","scenes/city_025.jpg","3",2016
"3330","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",66,"white_background_main_hc","+","scenes/forest_014.jpg","3",2177
"3331","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",67,"white_background_main_hc","+","scenes/forest_031.jpg","5",2078
"3332","5.0.7.0","win","22:58:19",82,"HC",3,"likert_hc",68,"white_background_main_hc","+","scenes/forest_042.jpg","1",2592
"3333","5.0.7.0","win","22:58:19",82,"NQPrac",5,"likert_nq_prac",1,"white_background_prac_nq","+","scenes/noisy_quiet_prac01.jpg","5",1998
"3334","5.0.7.0","win","22:58:19",82,"NQPrac",5,"likert_nq_prac",2,"white_background_prac_nq","+","scenes/noisy_quiet_prac02.jpg","2",2858
"3335","5.0.7.0","win","22:58:19",82,"NQPrac",5,"likert_nq_prac",3,"white_background_prac_nq","+","scenes/noisy_quiet_prac03.jpg","5",2178
"3336","5.0.7.0","win","22:58:19",82,"NQPrac",5,"likert_nq_prac",4,"white_background_prac_nq","+","scenes/noisy_quiet_prac04.jpg","4",2461
"3337","5.0.7.0","win","22:58:19",82,"NQPrac",5,"likert_nq_prac",5,"white_background_prac_nq","+","scenes/noisy_quiet_prac05.jpg","4",1214
"3338","5.0.7.0","win","22:58:19",82,"NQPrac",5,"likert_nq_prac",6,"white_background_prac_nq","+","scenes/noisy_quiet_prac06.jpg","3",3026
"3339","5.0.7.0","win","22:58:19",82,"NQ",6,"beginning_B1_nq_trial",1,"images/block1_inst.png","0","0","57",2766
"3340","5.0.7.0","win","22:58:19",82,"NQ",6,"reminder_nq_trial",2,"images/noisy_quiet_scale_reminder_cut.jpg","Press enter to start the experiment","0","57",7487
"3341","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",3,"white_background_main_nq","+","scenes/beach_050.jpg","4",5315
"3342","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",4,"white_background_main_nq","+","scenes/beach_077.jpg","4",636
"3343","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",5,"white_background_main_nq","+","scenes/city_025.jpg","3",1575
"3344","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",6,"white_background_main_nq","+","scenes/forest_043.jpg","2",2638
"3345","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",7,"white_background_main_nq","+","scenes/forest_107.jpg","4",2243
"3346","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",8,"white_background_main_nq","+","scenes/beach_130.jpg","4",819
"3347","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",9,"white_background_main_nq","+","scenes/station_029.jpg","4",7988
"3348","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",10,"white_background_main_nq","+","scenes/city_032.jpg","3",1157
"3349","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",11,"white_background_main_nq","+","scenes/city_016.jpg","4",1208
"3350","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",12,"white_background_main_nq","+","scenes/forest_015.jpg","4",696
"3351","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",13,"white_background_main_nq","+","scenes/city_020.jpg","5",3667
"3352","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",14,"white_background_main_nq","+","scenes/city_059.jpg","1",4328
"3353","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",15,"white_background_main_nq","+","scenes/city_073.jpg","1",900
"3354","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",16,"white_background_main_nq","+","scenes/forest_050.jpg","1",553
"3355","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",17,"white_background_main_nq","+","scenes/station_034.jpg","4",2145
"3356","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",18,"white_background_main_nq","+","scenes/forest_102.jpg","2",2189
"3357","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",19,"white_background_main_nq","+","scenes/beach_080.jpg","4",2645
"3358","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",20,"white_background_main_nq","+","scenes/forest_039.jpg","3",3067
"3359","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",21,"white_background_main_nq","+","scenes/city_070.jpg","2",1672
"3360","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",22,"white_background_main_nq","+","scenes/city_019.jpg","3",2409
"3361","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",23,"white_background_main_nq","+","scenes/forest_118.jpg","4",1442
"3362","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",24,"white_background_main_nq","+","scenes/station_023.jpg","4",937
"3363","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",25,"white_background_main_nq","+","scenes/beach_067.jpg","4",1483
"3364","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",26,"white_background_main_nq","+","scenes/city_063.jpg","5",1771
"3365","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",27,"white_background_main_nq","+","scenes/city_075.jpg","4",1688
"3366","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",28,"white_background_main_nq","+","scenes/station_101.jpg","3",3830
"3367","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",29,"white_background_main_nq","+","scenes/forest_014.jpg","4",3011
"3368","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",30,"white_background_main_nq","+","scenes/station_108.jpg","4",8427
"3369","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",31,"white_background_main_nq","+","scenes/forest_072.jpg","2",3179
"3370","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",32,"white_background_main_nq","+","scenes/beach_131.jpg","4",1226
"3371","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",33,"white_background_main_nq","+","scenes/beach_002.jpg","5",1381
"3372","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",34,"white_background_main_nq","+","scenes/beach_044.jpg","5",753
"3373","5.0.7.0","win","22:58:19",82,"NQ",6,"beginning_B2_nq_trial",35,"images/block2_inst.jpg","0","0","57",5173
"3374","5.0.7.0","win","22:58:19",82,"NQ",6,"reminder_nq_trial",36,"images/noisy_quiet_scale_reminder_cut.jpg","Press enter to start the experiment","0","57",1722
"3375","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",37,"white_background_main_nq","+","scenes/station_025.jpg","5",1956
"3376","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",38,"white_background_main_nq","+","scenes/station_113.jpg","4",3225
"3377","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",39,"white_background_main_nq","+","scenes/station_062.jpg","4",4193
"3378","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",40,"white_background_main_nq","+","scenes/station_072.jpg","5",2175
"3379","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",41,"white_background_main_nq","+","scenes/beach_051.jpg","4",2760
"3380","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",42,"white_background_main_nq","+","scenes/beach_133.jpg","4",1142
"3381","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",43,"white_background_main_nq","+","scenes/station_010.jpg","5",2114
"3382","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",44,"white_background_main_nq","+","scenes/city_023.jpg","2",2809
"3383","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",45,"white_background_main_nq","+","scenes/city_062.jpg","4",2499
"3384","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",46,"white_background_main_nq","+","scenes/station_064.jpg","4",1137
"3385","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",47,"white_background_main_nq","+","scenes/forest_053.jpg","4",1507
"3386","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",48,"white_background_main_nq","+","scenes/city_117.jpg","5",1541
"3387","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",49,"white_background_main_nq","+","scenes/forest_042.jpg","3",7294
"3388","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",50,"white_background_main_nq","+","scenes/city_029.jpg","3",2431
"3389","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",51,"white_background_main_nq","+","scenes/beach_132.jpg","4",1984
"3390","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",52,"white_background_main_nq","+","scenes/forest_113.jpg","4",2108
"3391","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",53,"white_background_main_nq","+","scenes/beach_101.jpg","4",1321
"3392","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",54,"white_background_main_nq","+","scenes/forest_031.jpg","2",2520
"3393","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",55,"white_background_main_nq","+","scenes/station_056.jpg","2",3187
"3394","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",56,"white_background_main_nq","+","scenes/beach_137.jpg","4",1659
"3395","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",57,"white_background_main_nq","+","scenes/forest_056.jpg","1",4912
"3396","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",58,"white_background_main_nq","+","scenes/beach_049.jpg","4",7837
"3397","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",59,"white_background_main_nq","+","scenes/city_018.jpg","4",3299
"3398","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",60,"white_background_main_nq","+","scenes/beach_134.jpg","4",1772
"3399","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",61,"white_background_main_nq","+","scenes/station_102.jpg","4",2001
"3400","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",62,"white_background_main_nq","+","scenes/forest_045.jpg","4",778
"3401","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",63,"white_background_main_nq","+","scenes/station_103.jpg","4",5412
"3402","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",64,"white_background_main_nq","+","scenes/beach_057.jpg","4",1063
"3403","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",65,"white_background_main_nq","+","scenes/forest_044.jpg","4",752
"3404","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",66,"white_background_main_nq","+","scenes/station_055.jpg","3",1552
"3405","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",67,"white_background_main_nq","+","scenes/city_102.jpg","3",5334
"3406","5.0.7.0","win","22:58:19",82,"NQ",6,"likert_nq",68,"white_background_main_nq","+","scenes/station_030.jpg","4",4610
"3407","5.0.7.0","win","22:58:19",82,"demo_block",7,"age",1,"0","0","0","22",11557
"3408","5.0.7.0","win","22:58:19",82,"demo_block",7,"education",1,"0","0","0","bachelor's degree",11557
"3409","5.0.7.0","win","22:58:19",82,"demo_block",7,"left_right_handed",1,"0","0","0","right",11557
"3410","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption1",2,"0","0","0","0",17051
"3411","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption2",2,"0","0","0","",17051
"3412","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption3",2,"0","0","0","",17051
"3413","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption4",2,"0","0","0","",17051
"3414","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption5",2,"0","0","0","",17051
"3415","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption6",2,"0","0","0","",17051
"3416","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption7",2,"0","0","0","",17051
"3417","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption8",2,"0","0","0","",17051
"3418","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceoption9",2,"0","0","0","",17051
"3419","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceother",2,"0","0","0","",17051
"3420","5.0.7.0","win","22:58:19",82,"demo_block",7,"raceother",2,"0","0","0","",17051
"3421","5.0.7.0","win","22:58:19",82,"demo_block",7,"english_language",2,"0","0","0","Yes",17051
"3422","5.0.7.0","win","22:58:19",82,"demo_block",7,"english_languageother",2,"0","0","0","",17051
"3423","5.0.7.0","win","22:58:19",82,"demo_block",7,"worker_id",2,"0","0","0","A27683KKQ87PSD",17051
"3424","5.0.7.0","win","20:24:24",87,"HCPrac",2,"likert_prac_hc",1,"white_background_prac_hc","+","scenes/hot_cold_prac01.jpg","4",11903
"3425","5.0.7.0","win","20:24:24",87,"HCPrac",2,"likert_prac_hc",2,"white_background_prac_hc","+","scenes/hot_cold_prac02.jpg","1",3253
"3426","5.0.7.0","win","20:24:24",87,"HCPrac",2,"likert_prac_hc",3,"white_background_prac_hc","+","scenes/hot_cold_prac03.jpg","4",7642
"3427","5.0.7.0","win","20:24:24",87,"HCPrac",2,"likert_prac_hc",4,"white_background_prac_hc","+","scenes/hot_cold_prac04.jpg","2",3620
"3428","5.0.7.0","win","20:24:24",87,"HC",3,"beginning_B1_hc_trial",1,"images/block1_inst.png","0","0","57",3210
"3429","5.0.7.0","win","20:24:24",87,"HC",3,"reminder_hc_trial",2,"images/hot_cold_scale_reminder.jpg","0","0","57",1571
